trip_date,n_trips
2021-09-02,16127
2021-09-03,16199
2021-09-04,20267
2021-09-05,18787
2021-09-06,16979
2021-09-07,11924
2021-09-08,15111
2021-09-09,14611
2021-09-10,15666
2021-09-11,18814
2021-09-12,13480
2021-09-13,14058
2021-09-14,14442
2021-09-15,15282
2021-09-16,16260
2021-09-17,17005
2021-09-18,20555
2021-09-19,18089
2021-09-20,14965
2021-09-21,11853
2021-09-22,4952
2021-09-23,12145
2021-09-24,14479
2021-09-25,12768
2021-09-26,15932
2021-09-27,13227
2021-09-28,14666
2021-09-29,14937
2021-09-30,15000
2021-10-01,15832
2021-10-02,19347
2021-10-03,7472
2021-10-04,9184
2021-10-05,13451
2021-10-06,14380
2021-10-07,14271
2021-10-08,14291
2021-10-09,8694
2021-10-10,13607
2021-10-11,14973
2021-10-12,14669
2021-10-13,15127
2021-10-14,14972
2021-10-15,10470
2021-10-16,10346
2021-10-17,11783
2021-10-18,11467
2021-10-19,14159
2021-10-20,12972
2021-10-21,10253
2021-10-22,11827
2021-10-23,11567
2021-10-24,11784
2021-10-25,4514
2021-10-26,5962
2021-10-27,13682
2021-10-28,11327
2021-10-29,8714
2021-10-30,5796
2021-10-31,10255
2021-11-01,9551
2021-11-02,9474
2021-11-03,9539
2021-11-04,9615
2021-11-05,10249
2021-11-06,10546
2021-11-07,11672
2021-11-08,10520
2021-11-09,8154
2021-11-10,10749
2021-11-11,10377
2021-11-12,10254
2021-11-13,8691
2021-11-14,3883
2021-11-15,7703
2021-11-16,8716
2021-11-17,8059
2021-11-18,8735
2021-11-19,8994
2021-11-20,7901
2021-11-21,5886
2021-11-22,7030
2021-11-23,7862
2021-11-24,8318
2021-11-25,6284
2021-11-26,6943
2021-11-27,6306
2021-11-28,1759
2021-11-29,4151
2021-11-30,5007
2021-12-01,7068
2021-12-02,6887
2021-12-03,7212
2021-12-04,5869
2021-12-05,4131
2021-12-06,4907
2021-12-07,5771
2021-12-08,3825
2021-12-09,4908
2021-12-10,6683
2021-12-11,5674
2021-12-12,5556
2021-12-13,6691
2021-12-14,6718
2021-12-15,5815
2021-12-16,6882
2021-12-17,6984
2021-12-18,1874
2021-12-19,2568
2021-12-20,3984
2021-12-21,4706
2021-12-22,3633
2021-12-23,3723
2021-12-24,2740
2021-12-25,1647
2021-12-26,2656
2021-12-27,1265
2021-12-28,3054
2021-12-29,3521
2021-12-30,4065
2021-12-31,4832
2022-01-01,2851
2022-01-02,1135
2022-01-03,2157
2022-01-04,3371
2022-01-05,2870
2022-01-06,3111
2022-01-07,2935
2022-01-08,2875
2022-01-09,2694
2022-01-10,2201
2022-01-11,1780
2022-01-12,3509
2022-01-13,3665
2022-01-14,2865
2022-01-15,1627
2022-01-16,2389
2022-01-17,194
2022-01-18,446
2022-01-19,981
2022-01-20,869
2022-01-21,1110
2022-01-22,1047
2022-01-23,870
2022-01-24,696
2022-01-25,925
2022-01-26,930
2022-01-27,1065
2022-01-28,1235
2022-01-29,1090
2022-01-30,1185
2022-01-31,2087
2022-02-01,2673
2022-02-02,1681
2022-02-03,1121
2022-02-04,1223
2022-02-05,1537
2022-02-06,1856
2022-02-07,2855
2022-02-08,3007
2022-02-09,3711
2022-02-10,3520
2022-02-11,2901
2022-02-12,2788
2022-02-13,2069
2022-02-14,2564
2022-02-15,3294
2022-02-16,4194
2022-02-17,1471
2022-02-18,1134
2022-02-19,1107
2022-02-20,1743
2022-02-21,2731
2022-02-22,2582
2022-02-23,3165
2022-02-24,3106
2022-02-25,1575
2022-02-26,2351
2022-02-27,2030
2022-02-28,3021
2022-03-01,4224
2022-03-02,4517
2022-03-03,3844
2022-03-04,4645
2022-03-05,4008
2022-03-06,6289
2022-03-07,2760
2022-03-08,4946
2022-03-09,5616
2022-03-10,5616
2022-03-11,3061
2022-03-12,2453
2022-03-13,2075
2022-03-14,4832
2022-03-15,2768
2022-03-16,4942
2022-03-17,8583
2022-03-18,7849
2022-03-19,3826
2022-03-20,7298
2022-03-21,7504
2022-03-22,6632
2022-03-23,3182
2022-03-24,6939
2022-03-25,6473
2022-03-26,4763
2022-03-27,2638
2022-03-28,3481
2022-03-29,5207
2022-03-30,4086
2022-03-31,6881
2022-04-01,4546
2022-04-02,7228
2022-04-03,5146
2022-04-04,6542
2022-04-05,6998
2022-04-06,6630
2022-04-07,7365
2022-04-08,7405
2022-04-09,6906
2022-04-10,7568
2022-04-11,6833
2022-04-12,11013
2022-04-13,7675
2022-04-14,9639
2022-04-15,7356
2022-04-16,8149
2022-04-17,7822
2022-04-18,4080
2022-04-19,5301
2022-04-20,8998
2022-04-21,7272
2022-04-22,11696
2022-04-23,8161
2022-04-24,13900
2022-04-25,6808
2022-04-26,8911
2022-04-27,7517
2022-04-28,10490
2022-04-29,11657
2022-04-30,16308
2022-05-01,6343
2022-05-02,9156
2022-05-03,6540
2022-05-04,13119
2022-05-05,13284
2022-05-06,12702
2022-05-07,17256
2022-05-08,16132
2022-05-09,13669
2022-05-10,15095
2022-05-11,19589
2022-05-12,17669
2022-05-13,18300
2022-05-14,26700
2022-05-15,22687
2022-05-16,11223
2022-05-17,14179
2022-05-18,16484
2022-05-19,14689
2022-05-20,16771
2022-05-21,16937
2022-05-22,14164
2022-05-23,21755
2022-05-24,16122
2022-05-25,17622
2022-05-26,16562
2022-05-27,13599
2022-05-28,24315
2022-05-29,24843
2022-05-30,18318
2022-05-31,19102
2022-06-01,15183
2022-06-02,18483
2022-06-03,20523
2022-06-04,27296
2022-06-05,23716
2022-06-06,11042
2022-06-07,10263
2022-06-08,18654
2022-06-09,16744
2022-06-10,21602
2022-06-11,23661
2022-06-12,18531
2022-06-13,18575
2022-06-14,20784
2022-06-15,19912
2022-06-16,19565
2022-06-17,20782
2022-06-18,23950
2022-06-19,21916
2022-06-20,17508
2022-06-21,21553
2022-06-22,21411
2022-06-23,22549
2022-06-24,23034
2022-06-25,27742
2022-06-26,20514
2022-06-27,17940
2022-06-28,21072
2022-06-29,19265
2022-06-30,21875
2022-07-01,22717
2022-07-02,26831
2022-07-03,24831
2022-07-04,19844
2022-07-05,15225
2022-07-06,22061
2022-07-07,19752
2022-07-08,3811
2022-07-09,27714
2022-07-10,26073
2022-07-11,19197
2022-07-12,20980
2022-07-13,20304
2022-07-14,23879
2022-07-15,23628
2022-07-16,28502
2022-07-17,25172
2022-07-18,15617
2022-07-19,20652
2022-07-20,20435
2022-07-21,22196
2022-07-22,22888
2022-07-23,26680
2022-07-24,17463
2022-07-25,20100
2022-07-26,22151
2022-07-27,23078
2022-07-28,21878
2022-07-29,23264
2022-07-30,27918
2022-07-31,25467
2022-08-01,20989
2022-08-02,22412
2022-08-03,21216
2022-08-04,18303
2022-08-05,23982
2022-08-06,26163
2022-08-07,23198
2022-08-08,16574
2022-08-09,22557
2022-08-10,24332
2022-08-11,23987
2022-08-12,23842
2022-08-13,28756
2022-08-14,25554
2022-08-15,21935
2022-08-16,23605
2022-08-17,23252
2022-08-18,23137
2022-08-19,23236
2022-08-20,28118
2022-08-21,19755
2022-08-22,12801
2022-08-23,22909
2022-08-24,23408
2022-08-25,20526
2022-08-26,23353
2022-08-27,28151
2022-08-28,25403
2022-08-29,20968
2022-08-30,18270
2022-08-31,24458
2022-09-01,23451
2022-09-02,23124
2022-09-03,23960
2022-09-04,19896
2022-09-05,19806
2022-09-06,21910
2022-09-07,21324
2022-09-08,23355
2022-09-09,24255
2022-09-10,26963
2022-09-11,22362
2022-09-12,16449
2022-09-13,21423
2022-09-14,22481
2022-09-15,21094
2022-09-16,20115
2022-09-17,22642
2022-09-18,16130
2022-09-19,18566
2022-09-20,21653
2022-09-21,21001
2022-09-22,19124
2022-09-23,18488
2022-09-24,20318
2022-09-25,8856
2022-09-26,12827
2022-09-27,13408
2022-09-28,17889
2022-09-29,19289
2022-09-30,20658
2022-10-01,21435
2022-10-02,18381
2022-10-03,16721
2022-10-04,18580
2022-10-05,20577
2022-10-06,19213
2022-10-07,15919
2022-10-08,13255
2022-10-09,13082
2022-10-10,13689
2022-10-11,19253
2022-10-12,18696
2022-10-13,14675
2022-10-14,16979
2022-10-15,15177
2022-10-16,17840
2022-10-17,13414
2022-10-18,12413
2022-10-19,13065
2022-10-20,13344
2022-10-21,16157
2022-10-22,20531
2022-10-23,18808
2022-10-24,16671
2022-10-25,17351
2022-10-26,11315
2022-10-27,16454
2022-10-28,15655
2022-10-29,16770
2022-10-30,14224
2022-10-31,10107
2022-11-01,15591
2022-11-02,15486
2022-11-03,14335
2022-11-04,15994
2022-11-05,19384
2022-11-06,16002
2022-11-07,13104
2022-11-08,13783
2022-11-09,13810
2022-11-10,16090
2022-11-11,8942
2022-11-12,10866
2022-11-13,8478
2022-11-14,10669
2022-11-15,6887
2022-11-16,4202
2022-11-17,7075
2022-11-18,7526
2022-11-19,5935
2022-11-20,4485
2022-11-21,7372
2022-11-22,9943
2022-11-23,10995
2022-11-24,10803
2022-11-25,10471
2022-11-26,10529
2022-11-27,5357
2022-11-28,9422
2022-11-29,10618
2022-11-30,6075
2022-12-01,8150
2022-12-02,8649
2022-12-03,5899
2022-12-04,6606
2022-12-05,8461
2022-12-06,9621
2022-12-07,10335
2022-12-08,9946
2022-12-09,8218
2022-12-10,6258
2022-12-11,2483
2022-12-12,5647
2022-12-13,7054
2022-12-14,6304
2022-12-15,2637
2022-12-16,6869
2022-12-17,6245
2022-12-18,5334
2022-12-19,6313
2022-12-20,7633
2022-12-21,7495
2022-12-22,6821
2022-12-23,764
2022-12-24,853
2022-12-25,917
2022-12-26,1887
2022-12-27,3021
2022-12-28,4737
2022-12-29,6096
2022-12-30,5676
2022-12-31,3081
2023-01-01,3875
2023-01-02,5705
2023-01-03,5484
2023-01-04,3566
2023-01-05,6458
2023-01-06,7343
2023-01-07,6444
2023-01-08,5246
2023-01-09,7084
2023-01-10,8152
2023-01-11,7590
2023-01-12,6392
2023-01-13,3333
2023-01-14,3992
2023-01-15,4724
2023-01-16,6771
2023-01-17,6215
2023-01-18,8762
2023-01-19,5726
2023-01-20,7859
2023-01-21,7102
2023-01-22,4072
2023-01-23,6808
2023-01-24,8250
2023-01-25,3456
2023-01-26,3905
2023-01-27,5395
2023-01-28,5241
2023-01-29,3167
2023-01-30,5788
2023-01-31,6230
2023-02-01,5910
2023-02-02,6264
2023-02-03,3151
2023-02-04,2597
2023-02-05,5361
2023-02-06,6789
2023-02-07,8359
2023-02-08,9330
2023-02-09,3682
2023-02-10,8156
2023-02-11,7193
2023-02-12,8618
2023-02-13,8509
2023-02-14,10215
2023-02-15,10009
2023-02-16,7751
2023-02-17,5798
2023-02-18,6660
2023-02-19,8013
2023-02-20,7843
2023-02-21,7736
2023-02-22,4070
2023-02-23,1316
2023-02-24,3122
2023-02-25,2655
2023-02-26,4634
2023-02-27,3732
2023-02-28,5303
2023-03-01,6889
2023-03-02,7966
2023-03-03,5751
2023-03-04,2999
2023-03-05,5456
2023-03-06,6818
2023-03-07,7392
2023-03-08,8017
2023-03-09,8466
2023-03-10,3228
2023-03-11,4919
2023-03-12,4660
2023-03-13,5086
2023-03-14,6461
2023-03-15,8143
2023-03-16,9185
2023-03-17,6419
2023-03-18,5965
2023-03-19,4751
2023-03-20,8365
2023-03-21,10724
2023-03-22,9805
2023-03-23,8286
2023-03-24,10096
2023-03-25,3711
2023-03-26,11397
2023-03-27,7699
2023-03-28,11312
2023-03-29,8895
2023-03-30,9955
2023-03-31,5729
2023-04-01,9753
2023-04-02,9044
2023-04-03,11076
2023-04-04,10880
2023-04-05,5723
2023-04-06,12561
2023-04-07,10193
2023-04-08,9763
2023-04-09,10439
2023-04-10,12968
2023-04-11,15681
2023-04-12,19015
2023-04-13,19498
2023-04-14,19761
2023-04-15,22496
2023-04-16,18474
2023-04-17,9393
2023-04-18,10488
2023-04-19,12972
2023-04-20,13800
2023-04-21,15028
2023-04-22,8825
2023-04-23,12088
2023-04-24,10915
2023-04-25,14665
2023-04-26,14880
2023-04-27,17328
2023-04-28,10535
2023-04-29,6311
2023-04-30,5793
2023-05-01,11663
2023-05-02,9702
2023-05-03,8487
2023-05-04,15544
2023-05-05,17126
2023-05-06,22308
2023-05-07,9549
2023-05-08,17689
2023-05-09,18163
2023-05-10,20334
2023-05-11,21754
2023-05-12,22371
2023-05-13,25373
2023-05-14,19256
2023-05-15,19449
2023-05-16,20194
2023-05-17,18103
2023-05-18,18546
2023-05-19,17809
2023-05-20,11232
2023-05-21,22474
2023-05-22,19369
2023-05-23,20574
2023-05-24,19416
2023-05-25,20206
2023-05-26,21698
2023-05-27,25907
2023-05-28,24664
2023-05-29,21779
2023-05-30,23803
2023-05-31,24675
2023-06-01,24139
2023-06-02,21591
2023-06-03,25335
2023-06-04,23150
2023-06-05,21095
2023-06-06,23357
2023-06-07,21939
2023-06-08,18374
2023-06-09,19353
2023-06-10,27482
2023-06-11,17545
2023-06-12,8585
2023-06-13,18706
2023-06-14,21083
2023-06-15,21030
2023-06-16,22711
2023-06-17,28441
2023-06-18,23802
2023-06-19,22443
2023-06-20,25470
2023-06-21,26358
2023-06-22,25718
2023-06-23,18785
2023-06-24,22691
2023-06-25,26431
2023-06-26,19463
2023-06-27,18520
2023-06-28,22772
2023-06-29,25779
2023-06-30,21543
2023-07-01,23046
2023-07-02,14933
2023-07-03,22067
2023-07-04,24986
2023-07-05,24558
2023-07-06,21942
2023-07-07,25438
2023-07-08,24194
2023-07-09,23907
2023-07-10,24005
2023-07-11,21251
2023-07-12,26160
2023-07-13,24085
2023-07-14,27068
2023-07-15,19854
2023-07-16,23595
2023-07-17,22525
2023-07-18,25958
2023-07-19,27756
2023-07-20,23026
2023-07-21,25912
2023-07-22,27063
2023-07-23,20771
2023-07-24,21345
2023-07-25,25741
2023-07-26,24026
2023-07-27,25326
2023-07-28,25817
2023-07-29,18660
2023-07-30,26491
2023-07-31,24418
2023-08-01,26918
2023-08-02,27503
2023-08-03,25441
2023-08-04,25038
2023-08-05,27960
2023-08-06,20872
2023-08-07,16289
2023-08-08,24067
2023-08-09,26382
2023-08-10,25318
2023-08-11,27010
2023-08-12,23641
2023-08-13,25093
2023-08-14,23121
2023-08-15,22179
2023-08-16,26795
2023-08-17,25144
2023-08-18,22495
2023-08-19,27284
2023-08-20,24347
2023-08-21,23491
2023-08-22,26892
2023-08-23,19626
2023-08-24,23039
2023-08-25,25112
2023-08-26,23055
2023-08-27,25168
2023-08-28,24024
2023-08-29,26227
2023-08-30,24787
2023-08-31,25823
2023-09-01,24642
2023-09-02,23480
2023-09-03,25343
2023-09-04,22413
2023-09-05,24217
2023-09-06,25088
2023-09-07,25264
2023-09-08,25382
2023-09-09,24804
2023-09-10,24393
2023-09-11,25558
2023-09-12,22609
2023-09-13,26559
2023-09-14,26950
2023-09-15,25906
2023-09-16,28669
2023-09-17,24888
2023-09-18,22749
2023-09-19,26760
2023-09-20,26417
2023-09-21,26789
2023-09-22,26081
2023-09-23,26527
2023-09-24,23274
2023-09-25,23720
2023-09-26,25983
2023-09-27,25897
2023-09-28,24179
2023-09-29,25057
2023-09-30,24705
2023-10-01,22775
2023-10-02,23907
2023-10-03,26310
2023-10-04,27219
2023-10-05,23172
2023-10-06,22455
2023-10-07,18081
2023-10-08,9378
2023-10-09,10071
2023-10-10,17224
2023-10-11,21200
2023-10-12,22233
2023-10-13,21443
2023-10-14,18422
2023-10-15,17292
2023-10-16,17847
2023-10-17,22353
2023-10-18,22111
2023-10-19,22253
2023-10-20,15963
2023-10-21,17665
2023-10-22,14934
2023-10-23,18282
2023-10-24,22728
2023-10-25,20637
2023-10-26,18392
2023-10-27,22926
2023-10-28,20777
2023-10-29,12147
2023-10-30,13971
2023-10-31,16907
2023-11-01,16287
2023-11-02,16702
2023-11-03,16686
2023-11-04,15495
2023-11-05,13839
2023-11-06,11634
2023-11-07,15399
2023-11-08,9217
2023-11-09,14900
2023-11-10,14860
2023-11-11,12255
2023-11-12,11155
2023-11-13,14653
2023-11-14,15777
2023-11-15,16728
2023-11-16,17000
2023-11-17,12920
2023-11-18,13382
2023-11-19,10251
2023-11-20,11760
2023-11-21,8022
2023-11-22,13173
2023-11-23,14680
2023-11-24,12091
2023-11-25,10277
2023-11-26,8434
2023-11-27,10473
2023-11-28,11098
2023-11-29,10852
2023-11-30,13873
2023-12-01,7697
2023-12-02,8311
2023-12-03,6903
2023-12-04,10695
2023-12-05,11696
2023-12-06,12255
2023-12-07,11661
2023-12-08,12130
2023-12-09,10392
2023-12-10,9150
2023-12-11,10340
2023-12-12,11369
2023-12-13,11377
2023-12-14,11502
2023-12-15,12981
2023-12-16,9297
2023-12-17,4497
2023-12-18,7604
2023-12-19,8769
2023-12-20,10604
2023-12-21,8532
2023-12-22,7820
2023-12-23,3698
2023-12-24,4920
2023-12-25,3132
2023-12-26,3959
2023-12-27,3658
2023-12-28,5005
2023-12-29,5819
2023-12-30,6227
2023-12-31,5115
2024-01-01,3157
2024-01-02,6622
2024-01-03,7906
2024-01-04,7366
2024-01-05,7419
2024-01-06,5088
2024-01-07,2911
2024-01-08,7468
2024-01-09,4313
2024-01-10,8868
2024-01-11,7666
2024-01-12,7069
2024-01-13,4670
2024-01-14,4071
2024-01-15,5827
2024-01-16,4688
2024-01-17,5509
2024-01-18,7020
2024-01-19,6341
2024-01-20,4435
2024-01-21,5138
2024-01-22,6521
2024-01-23,5605
2024-01-24,6299
2024-01-25,9161
2024-01-26,8141
2024-01-27,7812
2024-01-28,6602
2024-01-29,9658
2024-01-30,10498
2024-01-31,11021
2024-02-01,10719
2024-02-02,10047
2024-02-03,8847
2024-02-04,7922
2024-02-05,9928
2024-02-06,11150
2024-02-07,11123
2024-02-08,11386
2024-02-09,12360
2024-02-10,10363
2024-02-11,7821
2024-02-12,10038
2024-02-13,10218
2024-02-14,9753
2024-02-15,5545
2024-02-16,5857
2024-02-17,5167
2024-02-18,4534
2024-02-19,4571
2024-02-20,9403
2024-02-21,11044
2024-02-22,11933
2024-02-23,10499
2024-02-24,6255
2024-02-25,6891
2024-02-26,11254
2024-02-27,9022
2024-02-28,9223
2024-02-29,8819
2024-03-01,11599
2024-03-02,8814
2024-03-03,8560
2024-03-04,12826
2024-03-05,12047
2024-03-06,11863
2024-03-07,13916
2024-03-08,12122
2024-03-09,6796
2024-03-10,5865
2024-03-11,10847
2024-03-12,14575
2024-03-13,18044
2024-03-14,8943
2024-03-15,12805
2024-03-16,9861
2024-03-17,7752
2024-03-18,9280
2024-03-19,8422
2024-03-20,9050
2024-03-21,9392
2024-03-22,4568
2024-03-23,4796
2024-03-24,6292
2024-03-25,10593
2024-03-26,10139
2024-03-27,12458
2024-03-28,13651
2024-03-29,8227
2024-03-30,9536
2024-03-31,8861
2024-04-01,11655
2024-04-02,9601
2024-04-03,3849
2024-04-04,8555
2024-04-05,11359
2024-04-06,14764
2024-04-07,15647
2024-04-08,13232
2024-04-09,17447
2024-04-10,19151
2024-04-11,6404
2024-04-12,8276
2024-04-13,11892
2024-04-14,15087
2024-04-15,16944
2024-04-16,19380
2024-04-17,7683
2024-04-18,15682
2024-04-19,15205
2024-04-20,11488
2024-04-21,11933
2024-04-22,16992
2024-04-23,15389
2024-04-24,16975
2024-04-25,16728
2024-04-26,17592
2024-04-27,10626
2024-04-28,12165
2024-04-29,14662
2024-04-30,17186
2024-05-01,19199
2024-05-02,22451
2024-05-03,13847
2024-05-04,22355
2024-05-05,15486
2024-05-06,20419
2024-05-07,22199
2024-05-08,21406
2024-05-09,20855
2024-05-10,20665
2024-05-11,15944
2024-05-12,18672
2024-05-13,18352
2024-05-14,22176
2024-05-15,23133
2024-05-16,24661
2024-05-17,20708
2024-05-18,25167
2024-05-19,25872
2024-05-20,25599
2024-05-21,25669
2024-05-22,25993
2024-05-23,27433
2024-05-24,26713
2024-05-25,18387
2024-05-26,27413
2024-05-27,16728
2024-05-28,18070
2024-05-29,26597
2024-05-30,26828
2024-05-31,26785
2024-06-01,28170
2024-06-02,15820
2024-06-03,23617
2024-06-04,28526
2024-06-05,26502
2024-06-06,28055
2024-06-07,20959
2024-06-08,23389
2024-06-09,18722
2024-06-10,22048
2024-06-11,26056
2024-06-12,28870
2024-06-13,28658
2024-06-14,28563
2024-06-15,30527
2024-06-16,25518
2024-06-17,26583
2024-06-18,25718
2024-06-19,31511
2024-06-20,24349
2024-06-21,25341
2024-06-22,23164
2024-06-23,24492
2024-06-24,28211
2024-06-25,29347
2024-06-26,24554
2024-06-27,30932
2024-06-28,26698
2024-06-29,17450
2024-06-30,23718
2024-07-01,29181
2024-07-02,27003
2024-07-03,28446
2024-07-04,30282
2024-07-05,25361
2024-07-06,29900
2024-07-07,29132
2024-07-08,28066
2024-07-09,30539
2024-07-10,17071
2024-07-11,29284
2024-07-12,23170
2024-07-13,33719
2024-07-14,26598
2024-07-15,20516
2024-07-16,26840
2024-07-17,32443
2024-07-18,33715
2024-07-19,32430
2024-07-20,33577
2024-07-21,29426
2024-07-22,28422
2024-07-23,33089
2024-07-24,28365
2024-07-25,29896
2024-07-26,32523
2024-07-27,33660
2024-07-28,30140
2024-07-29,29061
2024-07-30,30278
2024-07-31,31254
2024-08-01,31489
2024-08-02,27697
2024-08-03,30609
2024-08-04,27701
2024-08-05,18071
2024-08-06,24655
2024-08-07,33562
2024-08-08,31351
2024-08-09,26349
2024-08-10,31329
2024-08-11,25247
2024-08-12,28296
2024-08-13,32706
2024-08-14,33729
2024-08-15,34047
2024-08-16,27215
2024-08-17,23217
2024-08-18,23453
2024-08-19,26755
2024-08-20,31094
2024-08-21,31513
2024-08-22,33527
2024-08-23,31058
2024-08-24,31305
2024-08-25,30252
2024-08-26,29380
2024-08-27,32412
2024-08-28,28651
2024-08-29,31559
2024-08-30,29223
2024-08-31,27473
2024-09-01,29405
2024-09-02,27192
2024-09-03,29129
2024-09-04,31980
2024-09-05,33466
2024-09-06,25740
2024-09-07,24216
2024-09-08,24403
2024-09-09,26061
2024-09-10,33634
2024-09-11,33400
2024-09-12,33229
2024-09-13,31609
2024-09-14,31633
2024-09-15,28929
2024-09-16,30319
2024-09-17,34186
2024-09-18,34240
2024-09-19,35351
2024-09-20,33656
2024-09-21,29116
2024-09-22,27683
2024-09-23,23947
2024-09-24,22650
2024-09-25,31343
2024-09-26,34299
2024-09-27,32797
2024-09-28,27871
2024-09-29,28001
2024-09-30,30130
NA,249
